stimulus_row_id,triplet_id,vowel_class,category,primary_suffix,secondary_suffix,root_A,root_B,A_x,A_y,B_x,zipf_A,zipf_B,zipf_diff,BERTurk_all_split,BERTurk_shared_final_subtoken,model,model_name,layer,pooling,A_x_model_ntokens,A_y_model_ntokens,B_x_model_ntokens,all_three_words_split_model,sim_same_root,sim_same_suffix,delta
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9393406118108731,0.9559705749952343,-0.016629963184361163
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.950431098504182,0.9326110674423197,0.01782003106186225
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9508512102168263,0.9158833320037749,0.03496787821305136
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9478694310935779,0.9388859804342334,0.008983450659344472
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.947053581818099,0.9118842104743459,0.035169371343753086
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9393406118108731,0.9708035564473533,-0.03146294463648014
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.950431098504182,0.9170543516352894,0.03337674686889258
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9502634161626309,0.9123542590678115,0.037909157094819346
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9647634860956373,0.9229196496416378,0.04184383645399958
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9382404691956104,0.9155663788125978,0.0226740903830126
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9495229380463939,0.9676627821905769,-0.018139844144183015
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9592885637641412,0.9214429473452603,0.037845616418880845
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9414909036479328,0.8983428040078634,0.04314809964006938
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9490796112705758,0.9316131772193537,0.01746643405122217
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9376468838911391,0.9229220675024644,0.014724816388674733
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9407321912888699,0.9743688086122175,-0.03363661732334766
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.95342326012339,0.8995773290132725,0.053845931110117484
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9355537413266628,0.8995993886556402,0.03595435267102265
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9381276154861474,0.928990377960912,0.009137237525235431
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9404338523153518,0.9388225226729978,0.001611329642353998
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.933318479728826,0.9739282710581836,-0.0406097913293576
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9587636054131093,0.9198430157065608,0.03892058970654855
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9218867984704969,0.9054170795950195,0.016469718875477435
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9595214424733614,0.9244706048649406,0.03505083760842076
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9258809217680534,0.9126365996008567,0.01324432216719662
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9303815990021435,0.967108926712301,-0.03672732771015752
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,mean,2,2,2,True,0.9480061989146611,0.9012523110539086,0.04675388786075252
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,1,2,False,0.8408344614290899,0.9521578058817898,-0.11132334445269987
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,XLM-R,xlm-roberta-base,7,max,2,2,1,False,0.8735574529894998,0.8680669358326921,0.005490517156807706
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9349822505957981,0.8626504384230252,0.07233181217277285
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,3,True,0.9682090271385476,0.9178440050839846,0.05036502205456306
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9271133044815772,0.8931876860011106,0.0339256184804666
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,7,max,1,2,2,False,0.8408344614290899,0.7982466714094819,0.042587790019607996
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.8735574529894998,0.8484801396497017,0.025077313339798124
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9349822505957981,0.9130781182683096,0.021904132327488446
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9682090271385476,0.9223536528247598,0.04585537431378783
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9271133044815772,0.9100075942750725,0.017105710206504754
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9366849096112729,0.9200167829475754,0.016668126663697547
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9134543183944503,0.9115317818709937,0.0019225365234566416
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9434539736544765,0.888842071587869,0.05461190206660749
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,3,True,0.9293482589403168,0.9023472548660265,0.02700100407429029
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9319086484642233,0.8817118034364363,0.050196845027786985
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9359505020765778,0.8819490250454843,0.05400147703109348
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9180670859535899,0.9038048987226948,0.014262187230895118
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9240117635974299,0.8977474713598645,0.026264292237565323
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,XLM-R,xlm-roberta-base,7,max,2,2,3,True,0.9318045253900515,0.9163012022361656,0.015503323153885917
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.917645231385523,0.8520710393166896,0.06557419206883341
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9512642668753146,0.9274731287321651,0.02379113814314948
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.946747022755801,0.8833155273103237,0.06343149544547733
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9453182907482007,0.8761980259706136,0.06912026477758715
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,XLM-R,xlm-roberta-base,7,max,2,2,3,True,0.9517897795493359,0.913914961052189,0.03787481849714691
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9582579802035178,0.8562269737247893,0.10203100647872854
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9363539962716178,0.9232462726903033,0.013107723581314401
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9249677835060361,0.9033125506407104,0.02165523286532578
28,T028,ince,strong_deriv,WITHOUT,PLURAL,köpek,çiçek,köpeksiz,köpekler,çiçeksiz,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9352385937828994,0.8507430121956395,0.0844955815872599
29,T029,ince,strong_deriv,WITHOUT,PLURAL,gemi,ekmek,gemisiz,gemiler,ekmeksiz,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,7,max,2,2,3,True,0.9255288043162915,0.932901802913789,-0.007372998597497515
30,T030,ince,strong_deriv,WITHOUT,PLURAL,göz,deniz,gözsüz,gözler,denizsiz,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9432740838233322,0.8739374727485917,0.06933661107474054
31,T001,kalın,inflectional,PLURAL,LOCATIVE,kitap,okul,kitaplar,kitapta,okullar,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.929893998657967,0.9193847573100977,0.010509241347869236
32,T002,kalın,inflectional,PLURAL,LOCATIVE,kalp,taş,kalplar,kalpta,taşlar,5.14,5.13,0.01,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9273709237398337,0.8983853666928866,0.028985557046947052
33,T003,kalın,inflectional,PLURAL,LOCATIVE,kapı,ayak,kapılar,kapıda,ayaklar,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9330197240157425,0.8826352768688157,0.0503844471469268
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9182244942724077,0.926057763846885,-0.007833269574477275
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.929188463120949,0.904692581391229,0.02449588172972006
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.929893998657967,0.8927035046330335,0.03719049402493346
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9273709237398337,0.9157592933292441,0.011611630410589546
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9330197240157425,0.8865516639344915,0.04646806008125104
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9182244942724077,0.9571853706322477,-0.038960876359840024
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.929188463120949,0.892016606904155,0.037171856216794086
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9274458220423666,0.8809298543222873,0.046515967720079265
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9450428482961183,0.8747543690059856,0.07028847929013271
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9246165472823997,0.8851477615250981,0.03946878575730162
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9303029328708252,0.952067725739492,-0.021764792868666838
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9355579599400726,0.8859546793598538,0.04960328058021879
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9246509554817612,0.8462965437696082,0.07835441171215307
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9276639808902027,0.9095947603499751,0.018069220540227637
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9209976524635495,0.8956496672997498,0.025347985163799658
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9234717462714489,0.9561329044976912,-0.03266115822624227
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9218579971202612,0.855950863326507,0.06590713379375412
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9108959192727332,0.8644996339976505,0.04639628527508266
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9143305813047387,0.9019364951346853,0.012394086170053331
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9274324351615183,0.9075595047680545,0.019872930393463828
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9191229910286798,0.9591012495469364,-0.03997825851825665
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9404506599826931,0.8871158181910597,0.05333484179163339
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9038450939537679,0.8421993018763241,0.061645792077443806
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.942663883093429,0.8998779292302309,0.042785953863198056
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.8925437221728715,0.8701098197214813,0.02243390245139021
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.9072788850414331,0.9442743542325298,-0.03699546919109675
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,XLM-R,xlm-roberta-base,7,max,2,2,2,True,0.8979895912102192,0.8616758937240805,0.03631369748613866
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,1,2,False,0.9847642954177241,0.9927332229712106,-0.007968927553486438
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,XLM-R,xlm-roberta-base,12,first,2,2,1,False,0.9798623530157914,0.9834452833770002,-0.003582930361208825
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9946586920489909,0.9771607408079276,0.017497951241063348
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,3,True,0.9922300865581329,0.9789821934595018,0.01324789309863117
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9921668428777696,0.9838825605792467,0.00828428229852285
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,12,first,1,2,2,False,0.9847642954177241,0.9873464977769038,-0.0025822023591796084
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9798623530157914,0.975369745859772,0.004492607156019401
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9946586920489909,0.9898853485306806,0.00477334351831038
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9922300865581329,0.9882565670091168,0.003973519549016147
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9921668428777696,0.9829944489243607,0.009172393953408853
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9876401396013087,0.9939122464101439,-0.006272106808835165
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9958845261491254,0.9869308458062038,0.008953680342921544
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9958762114162986,0.9855294932364269,0.01034671817987165
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,3,True,0.9919120761848111,0.9806055777916981,0.01130649839311304
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9946117308141903,0.9875923197619692,0.007019411052221147
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9925334409159889,0.9877774850911287,0.004755955824860214
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9944202017704497,0.9753750183093052,0.019045183461144477
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9924383636155142,0.9794824451500788,0.012955918465435423
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,XLM-R,xlm-roberta-base,12,first,2,2,3,True,0.9927825912119196,0.980477000473822,0.01230559073809756
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9957446775622402,0.9877639541627679,0.007980723399472311
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9928442061578698,0.9869073714599074,0.0059368346979624675
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9964811589215941,0.9802285007149435,0.01625265820665056
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9951868986276297,0.9778070932746914,0.01737980535293826
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,XLM-R,xlm-roberta-base,12,first,2,2,3,True,0.9890437417931233,0.9671014630135224,0.021942278779600866
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9970707697923412,0.9897857890149455,0.0072849807773957
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9893022238817786,0.9920827235375492,-0.002780499655770652
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,XLM-R,xlm-roberta-base,12,first,2,2,2,True,0.9946652923577292,0.9837282055148493,0.010937086842879862
