QID,W1,W2,Sim,Rel,S,D,R,U,SR,DR,SU,DU,AVG-C,W1F,W2F,AnyOOV,TwoOOV,EstSyn,EstAnt,EstRHigh,EstRMed,EstRLow,EstHyp,EstMer,W1-RWG,W2-RWG,RWMin,W1-DG,W2-DG,DGMax,W1-IG,W2-IG,IGMax,word1_subtokens,word2_subtokens,word1_fragmented,word2_fragmented,word1_tokens,word2_tokens
353,cansız,ahşap,"0,833333333","2,333333333",False,True,False,True,False,False,False,True,"5,29",2023,7967,FALSE,FALSE,0,0,0,1,0,1,0,3,4,3,1,0,1,0,0,0,1,1,False,False,['cansız'],['ahşap']
354,otobüs,sefer,"1,583333333","7,166666667",False,True,True,False,False,True,False,False,"6,86",15906,24702,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['otobüs'],['sefer']
355,kahvaltı,adalet,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,37",6430,59379,FALSE,FALSE,0,0,0,0,1,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['kahvaltı'],['adalet']
356,cam,büyücü,"0,25","0,916666667",False,True,False,True,False,False,False,True,,18230,922,FALSE,FALSE,0,0,0,1,0,0,0,4,3,3,0,1,1,0,0,0,1,2,False,True,['cam'],"['büyü', '##cü']"
357,anarşist,somurtma,"0,166666667","0,333333333",False,True,False,True,False,False,False,True,"5,66",757,7,FALSE,FALSE,0,0,0,0,1,0,0,3,1,1,1,1,1,0,0,0,4,3,True,True,"['ana', '##r', '##şi', '##st']","['som', '##urt', '##ma']"
358,kıtlıklarda,tüketim,"0,833333333","5,083333333",False,True,True,False,False,True,False,False,,3,24279,FALSE,FALSE,0,0,0,1,0,0,0,1,4,1,1,1,1,2,0,2,3,1,True,False,"['kıt', '##lıklar', '##da']",['tüketim']
359,kitaphane,kitap,"2,75",9,False,True,True,False,False,True,False,False,,1,70642,FALSE,FALSE,0,0,1,0,0,0,1,1,5,1,1,0,1,0,0,0,2,1,True,False,"['kitap', '##hane']",['kitap']
360,kuşku,sabırsızlık,"0,416666667","1,333333333",False,True,False,True,False,False,False,True,"1,58",7530,300,FALSE,FALSE,0,0,0,0,1,0,0,4,2,2,0,2,2,0,0,0,1,2,False,True,['kuşku'],"['sabırsız', '##lık']"
361,çiçek,papatya,"3,333333333","8,166666667",False,True,True,False,False,True,False,False,"6,67",33522,1605,FALSE,FALSE,0,0,0,1,0,0,0,5,3,3,0,0,0,0,0,0,1,2,False,True,['çiçek'],"['pap', '##atya']"
362,manken,kelebek,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,28",9006,3657,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['manken'],['kelebek']
363,ıslak,yağmur,"1,833333333","7,916666667",False,True,True,False,False,True,False,False,,3612,22203,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['ıslak'],['yağmur']
364,mühendis,üretim,"1,166666667","6,083333333",False,True,True,False,False,True,False,False,"5,49",7509,70594,FALSE,FALSE,0,0,0,1,0,0,0,4,5,4,0,1,1,0,0,0,1,1,False,False,['mühendis'],['üretim']
365,süreli,ebediyeten,"0,833333333","6,5",False,True,True,False,False,True,False,False,,19345,2,FALSE,FALSE,0,1,1,0,0,0,0,4,1,1,0,1,1,0,0,0,1,3,False,True,['süreli'],"['ebedi', '##yet', '##en']"
366,cisim,cihaz,"1,916666667","6,166666667",False,True,True,False,False,True,False,False,"5,84",2265,9397,FALSE,FALSE,0,0,0,1,0,1,0,3,4,3,0,0,0,0,0,0,1,1,False,False,['cisim'],['cihaz']
367,korumaktaydılar,öldürülüşündeki,"0,166666667",2,False,True,False,True,False,False,False,True,,2,2,FALSE,FALSE,0,0,1,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,True,True,"['korumak', '##taydı', '##lar']","['öldürül', '##üş', '##ündeki']"
368,aile,somut,"0,166666667","0,833333333",False,True,False,True,False,False,False,True,"4,78",68301,23545,FALSE,FALSE,0,0,0,0,1,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['aile'],['somut']
369,ses,horultu,"3,5","6,5",False,True,True,False,False,True,False,False,"5,45",57760,21,FALSE,FALSE,0,0,0,1,0,0,0,5,1,1,0,2,2,0,0,0,1,3,False,True,['ses'],"['hor', '##ult', '##u']"
370,sesteş,evetçiler,"0,166666667","0,416666667",False,True,False,True,False,False,False,True,"3,33",12,50,FALSE,FALSE,0,0,0,0,1,0,0,1,2,1,1,1,1,0,1,1,2,2,True,True,"['ses', '##teş']","['evet', '##çiler']"
371,kemalci,kemalizmcilerden,"5,25","8,666666667",True,False,True,False,True,False,False,False,,59,0,TRUE,FALSE,0,0,1,0,0,0,0,2,0,0,1,2,2,0,2,2,2,4,True,True,"['kemal', '##ci']","['kemal', '##izm', '##ciler', '##den']"
372,şiddetli,yorgunluk,"0,333333333","3,166666667",False,True,False,True,False,False,False,True,,14198,4796,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,1,2,2,0,0,0,1,1,False,False,['şiddetli'],['yorgunluk']
373,papatya,gülüş,"0,333333333",2,False,True,False,True,False,False,False,True,"6,89",1605,506,FALSE,FALSE,0,0,0,0,1,0,0,3,3,3,0,1,1,0,0,0,2,1,True,False,"['pap', '##atya']",['gülüş']
374,ocak,kabristan,"0,25","0,166666667",False,True,False,True,False,False,False,True,,132312,55,FALSE,FALSE,0,0,0,0,1,0,0,5,2,2,0,0,0,0,0,0,1,3,False,True,['ocak'],"['kab', '##rist', '##an']"
375,tecrübelenme,alışkın,"2,833333333","4,583333333",False,True,False,True,False,False,False,True,,0,1678,TRUE,FALSE,0,0,0,1,0,0,0,0,3,0,2,2,2,0,0,0,2,2,True,True,"['tecrübe', '##lenme']","['alış', '##kın']"
376,haşarı,pimpirikli,"0,25","0,833333333",False,True,False,True,False,False,False,True,"2,85",236,25,FALSE,FALSE,0,0,0,0,1,0,0,2,1,1,0,1,1,0,0,0,2,4,True,True,"['haş', '##arı']","['pi', '##m', '##pir', '##ikli']"
377,transparan,yoğurt,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,597,5450,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,3,1,True,False,"['trans', '##para', '##n']",['yoğurt']
378,oruç,taksi,"0,25","0,166666667",False,True,False,True,False,False,False,True,"3,03",7029,7692,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['oruç'],['taksi']
379,kuyumcu,terazi,"0,583333333","4,666666667",False,True,False,True,False,False,False,True,"6,36",1472,2139,FALSE,FALSE,0,0,0,1,0,0,0,3,3,3,1,0,1,0,0,0,3,2,True,True,"['kuyu', '##m', '##cu']","['ter', '##azi']"
380,oğlan,delikanlı,"4,666666667","7,583333333",False,True,True,False,False,True,False,False,,2929,5217,FALSE,FALSE,1,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,1,1,False,False,['oğlan'],['delikanlı']
381,mezarlık,tavuk,"0,25","0,166666667",False,True,False,True,False,False,False,True,,1440,11603,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,1,0,1,0,0,0,2,1,True,False,"['mezar', '##lık']",['tavuk']
382,hamile,dükkan,"0,25","1,25",False,True,False,True,False,False,False,True,,12317,5370,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['hamile'],['dükkan']
383,primatçaları,zeki,"0,166666667","2,416666667",False,True,False,True,False,False,False,True,,0,25139,TRUE,FALSE,0,0,0,1,0,0,0,0,4,0,1,0,1,2,0,2,4,1,True,False,"['prim', '##at', '##ça', '##ları']",['zeki']
384,hastane,tıp,"2,5","8,166666667",False,True,True,False,False,True,False,False,"6,68",18148,49640,FALSE,FALSE,0,0,1,0,0,0,0,4,5,4,1,0,1,0,0,0,1,1,False,False,['hastane'],['tıp']
385,terazi,tıp,"0,25","0,25",False,True,False,True,False,False,False,True,"6,58",2139,49640,FALSE,FALSE,0,0,0,0,1,0,0,3,5,3,0,0,0,0,0,0,2,1,True,False,"['ter', '##azi']",['tıp']
386,avare,uyumlu,"0,166666667","0,583333333",False,True,False,True,False,False,False,True,"3,07",460,18774,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,1,1,0,0,0,2,1,True,False,"['av', '##are']",['uyumlu']
387,sabırsızlık,gözlükçü,"0,25","0,166666667",False,True,False,True,False,False,False,True,,300,96,FALSE,FALSE,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,0,2,2,True,True,"['sabırsız', '##lık']","['gözlük', '##çü']"
388,kum,kadeh,"0,416666667",2,False,True,False,True,False,False,False,True,"6,62",6726,2684,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['kum'],['kadeh']
389,cinayetindeki,öldürülüşündeki,"6,5","9,166666667",True,False,True,False,True,False,False,False,,51,2,FALSE,FALSE,1,0,1,0,0,0,0,2,1,1,0,2,2,2,2,2,3,3,True,True,"['cinayeti', '##nde', '##ki']","['öldürül', '##üş', '##ündeki']"
390,primatçaları,maymungilleri,"6,333333333",8,True,False,True,False,True,False,False,False,,0,0,TRUE,TRUE,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,4,3,True,True,"['prim', '##at', '##ça', '##ları']","['maymun', '##giller', '##i']"
391,sihirbaz,öncülük,"0,25","0,333333333",False,True,False,True,False,False,False,True,,943,4570,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,1,2,2,0,0,0,2,1,True,False,"['sihir', '##baz']",['öncülük']
392,kuş,tavuk,"2,833333333","6,5",False,True,True,False,False,True,False,False,"6,81",29836,11603,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['kuş'],['tavuk']
393,giysi,ceket,3,"7,583333333",False,True,True,False,False,True,False,False,"6,54",2773,2581,FALSE,FALSE,0,0,0,1,0,1,0,3,3,3,1,0,1,0,0,0,1,1,False,False,['giysi'],['ceket']
394,pamuk,üretim,"1,083333333","6,083333333",False,True,True,False,False,True,False,False,"6,77",17842,70594,FALSE,FALSE,0,0,0,1,0,0,0,4,5,4,0,1,1,0,0,0,1,1,False,False,['pamuk'],['üretim']
395,noksan,eksik,"9,333333333","9,833333333",True,False,True,False,True,False,False,False,3,1185,29303,FALSE,FALSE,1,0,0,1,0,0,0,3,4,3,0,1,1,0,0,0,1,1,False,False,['noksan'],['eksik']
396,taşıt,otobüs,"3,666666667",8,False,True,True,False,False,True,False,False,"6,63",10701,15906,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['taşıt'],['otobüs']
397,eşya,radyo,"2,083333333","6,75",False,True,True,False,False,True,False,False,"6,56",18174,31478,FALSE,FALSE,0,0,0,1,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['eşya'],['radyo']
398,satmışlardır,almışlardır,"0,083333333","8,833333333",False,True,True,False,False,True,False,False,,21,1038,FALSE,FALSE,0,1,1,0,0,0,0,1,3,1,0,0,0,2,2,2,2,2,True,True,"['sat', '##mışlardır']","['almış', '##lardır']"
399,cihaz,televizyon,"2,5",7,False,True,True,False,False,True,False,False,"6,43",9397,55956,FALSE,FALSE,0,0,1,0,0,1,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['cihaz'],['televizyon']
400,suskunluğuna,brüt,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,103,7022,FALSE,FALSE,0,0,0,0,1,0,0,2,4,2,2,0,2,2,0,2,3,1,True,False,"['sus', '##kun', '##luğuna']",['brüt']
401,suskunluğuna,konuşkanlığına,0,"8,75",False,True,True,False,False,True,False,False,,103,0,TRUE,FALSE,0,1,1,0,0,0,0,2,0,0,2,2,2,2,2,2,3,3,True,True,"['sus', '##kun', '##luğuna']","['konuş', '##kanlı', '##ğına']"
402,geceleyin,erkekçene,"0,166666667","0,666666667",False,True,False,True,False,False,False,True,,533,1,FALSE,FALSE,0,0,0,1,0,0,0,3,1,1,2,2,2,0,0,0,2,3,True,True,"['gece', '##leyin']","['erkek', '##çe', '##ne']"
403,medya,kral,"0,25","1,75",False,True,False,True,False,False,False,True,"4,68",43326,13511,FALSE,FALSE,0,0,0,1,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['medya'],['kral']
404,iyiliyorsun,pratikleştirsin,1,"2,166666667",False,True,False,True,False,False,False,True,,0,0,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,1,2,2,2,1,2,3,3,True,True,"['iyi', '##liyor', '##sun']","['pratik', '##leştir', '##sin']"
405,şüphe,mutluluk,"0,25","1,333333333",False,True,False,True,False,False,False,True,"1,61",9721,17475,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,1,1,0,0,0,1,1,False,False,['şüphe'],['mutluluk']
406,memur,polis,"3,583333333","6,666666667",False,True,True,False,False,True,False,False,"6,27",26940,93497,FALSE,FALSE,0,0,1,0,0,1,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['memur'],['polis']
407,meslek,kuyumcu,"2,166666667","6,666666667",False,True,True,False,False,True,False,False,,63185,1472,FALSE,FALSE,0,0,0,1,0,1,0,5,3,3,0,1,1,0,0,0,1,3,False,True,['meslek'],"['kuyu', '##m', '##cu']"
408,fırın,öncülük,"0,25","0,166666667",False,True,False,True,False,False,False,True,,3993,4570,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,2,2,0,0,0,1,1,False,False,['fırın'],['öncülük']
409,eski,yaşlıymışçasına,"1,833333333",4,False,True,False,True,False,False,False,True,,249377,0,TRUE,FALSE,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,4,False,True,['eski'],"['yaşlı', '##ymış', '##çası', '##na']"
410,masum,dostçasına,"0,75","3,333333333",False,True,False,True,False,False,False,True,,12698,0,TRUE,FALSE,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,3,False,True,['masum'],"['dost', '##çası', '##na']"
411,lokanta,dükkan,"2,25","5,833333333",False,True,True,False,False,True,False,False,"6,71",3743,5370,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['lokanta'],['dükkan']
412,ebleh,akıllı,0,"7,5",False,True,True,False,False,True,False,False,"2,67",61,16388,FALSE,FALSE,0,1,1,0,0,0,0,2,4,2,0,1,1,0,0,0,3,1,True,False,"['eb', '##le', '##h']",['akıllı']
413,vitrin,televizyon,"0,333333333",4,False,True,False,True,False,False,False,True,"6,56",1725,55956,FALSE,FALSE,0,0,0,1,0,0,0,3,5,3,0,0,0,0,0,0,1,1,False,False,['vitrin'],['televizyon']
414,şeffaf,opak,"1,166666667","7,166666667",False,True,True,False,False,True,False,False,"4,37",8700,273,FALSE,FALSE,0,1,1,0,0,0,0,4,2,2,0,0,0,0,0,0,1,2,False,True,['şeffaf'],"['op', '##ak']"
415,dua,ölü,"0,75","6,833333333",False,True,True,False,False,True,False,False,"2,84",11268,24505,FALSE,FALSE,0,0,0,1,0,0,0,4,4,4,0,1,1,0,0,0,1,1,False,False,['dua'],['ölü']
416,yorgunluk,sarsıcı,"0,333333333","2,333333333",False,True,False,True,False,False,False,True,"2,8",4796,1229,FALSE,FALSE,0,0,0,1,0,0,0,4,3,3,2,2,2,0,0,0,1,2,False,True,['yorgunluk'],"['sars', '##ıcı']"
417,davadaş,yoldaş,"7,833333333","8,833333333",True,False,True,False,True,False,False,False,,0,894,TRUE,FALSE,1,0,1,0,0,0,0,0,3,0,1,1,1,0,0,0,2,1,True,False,"['davada', '##ş']",['yoldaş']
418,özgür,serbest,"6,75","9,75",True,False,True,False,True,False,False,False,,28827,87614,FALSE,FALSE,1,0,1,0,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['özgür'],['serbest']
419,gözlük,cam,"3,416666667","8,75",False,True,True,False,False,True,False,False,"6,87",3238,18230,FALSE,FALSE,0,0,1,0,0,0,1,3,4,3,1,0,1,0,0,0,1,1,False,False,['gözlük'],['cam']
420,vicdan,pıhtı,"0,25","0,166666667",False,True,False,True,False,False,False,True,"1,39",5873,325,FALSE,FALSE,0,0,0,0,1,0,0,4,2,2,0,0,0,0,0,0,1,2,False,True,['vicdan'],"['p', '##ıhtı']"
421,gülüş,gül,"1,833333333","4,833333333",False,True,False,True,False,False,False,True,"4,66",506,64994,FALSE,FALSE,0,0,0,0,1,0,0,3,5,3,1,0,1,0,0,0,1,1,False,False,['gülüş'],['gül']
422,kahvaltı,zeytin,"1,166666667","7,5",False,True,True,False,False,True,False,False,"6,37",6430,7488,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['kahvaltı'],['zeytin']
423,ceket,kapüşon,"2,083333333","7,25",False,True,True,False,False,True,False,False,,2581,5,FALSE,FALSE,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,3,False,True,['ceket'],"['kap', '##üş', '##on']"
424,araba,seyahat,"1,25","8,083333333",False,True,True,False,False,True,False,False,"6,87",20283,15936,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['araba'],['seyahat']
425,evrensel,karışık,"0,25","0,916666667",False,True,False,True,False,False,False,True,"2,2",15287,12017,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,1,2,2,0,0,0,1,1,False,False,['evrensel'],['karışık']
426,beyaz,horultu,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,78763,21,FALSE,FALSE,0,0,0,0,1,0,0,5,1,1,0,2,2,0,0,0,1,3,False,True,['beyaz'],"['hor', '##ult', '##u']"
427,gürültü,müzik,"2,166666667","5,916666667",False,True,True,False,False,True,False,False,"5,29",6332,83849,FALSE,FALSE,0,0,0,1,0,1,0,4,5,4,2,0,2,0,0,0,1,1,False,False,['gürültü'],['müzik']
428,taksi,yüzük,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,79",7692,3197,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['taksi'],['yüzük']
429,başıboş,yorgun,"0,25","0,333333333",False,True,False,True,False,False,False,True,"2,82",1234,7932,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,1,1,0,0,0,3,1,True,False,"['başı', '##bo', '##ş']",['yorgun']
430,hayvan,kuş,3,"6,916666667",False,True,True,False,False,True,False,False,"6,49",22519,29836,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['hayvan'],['kuş']
431,opak,çamaşır,"0,333333333","1,083333333",False,True,False,True,False,False,False,True,,273,4839,FALSE,FALSE,0,0,0,0,1,0,0,2,4,2,0,0,0,0,0,0,2,1,True,False,"['op', '##ak']",['çamaşır']
432,kahin,şüphe,"0,25","1,333333333",False,True,False,True,False,False,False,True,,477,9721,FALSE,FALSE,0,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,2,1,True,False,"['kah', '##in']",['şüphe']
433,çenebazlığına,kirlice,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,0,0,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,2,1,2,2,0,2,3,2,True,True,"['çene', '##baz', '##lığına']","['kirli', '##ce']"
434,serin,sıcak,"0,083333333","7,833333333",False,True,True,False,False,True,False,False,"5,03",3675,561440,FALSE,FALSE,0,1,1,0,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['serin'],['sıcak']
435,inançlılık,ateistlik,"0,666666667","8,916666667",False,True,True,False,False,True,False,False,,6,16,FALSE,FALSE,1,0,1,0,0,0,0,1,1,1,2,2,2,0,0,0,2,3,True,True,"['inanç', '##lılık']","['ate', '##ist', '##lik']"
436,konuşkanlığına,çenebazlığına,"7,166666667","9,083333333",True,False,True,False,True,False,False,False,,0,0,TRUE,TRUE,1,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,True,True,"['konuş', '##kanlı', '##ğına']","['çene', '##baz', '##lığına']"
437,sanatçı,şair,"3,666666667","8,166666667",False,True,True,False,False,True,False,False,"5,14",29783,17028,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['sanatçı'],['şair']
438,mezarhane,ölü,"1,583333333","8,166666667",False,True,True,False,False,True,False,False,,1,24505,FALSE,FALSE,0,0,1,0,0,0,1,1,4,1,0,1,1,0,0,0,2,1,True,False,"['mezar', '##hane']",['ölü']
439,anarşist,aykırı,"4,166666667","8,333333333",False,True,True,False,False,True,False,False,"5,66",757,41324,FALSE,FALSE,1,0,1,0,0,0,0,3,5,3,1,0,1,0,0,0,4,1,True,False,"['ana', '##r', '##şi', '##st']",['aykırı']
440,uzak,fazlalık,"0,333333333","1,666666667",False,True,False,True,False,False,False,True,"2,87",57989,1000,FALSE,FALSE,0,0,0,1,0,0,0,5,3,3,0,1,1,0,0,0,1,2,False,True,['uzak'],"['fazla', '##lık']"
441,fazlalık,noksan,"0,083333333","8,083333333",False,True,True,False,False,True,False,False,"3,99",1000,1185,FALSE,FALSE,0,1,1,0,0,0,0,3,3,3,1,0,1,0,0,0,2,1,True,False,"['fazla', '##lık']",['noksan']
442,meslek,sanatçı,"2,166666667","7,25",False,True,True,False,False,True,False,False,,63185,29783,FALSE,FALSE,0,0,0,1,0,1,0,5,4,4,0,1,1,0,0,0,1,1,False,False,['meslek'],['sanatçı']
443,tıp,yardım,"1,333333333","7,083333333",False,True,True,False,False,True,False,False,"3,41",49640,100548,FALSE,FALSE,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['tıp'],['yardım']
444,kuyumcu,yüzük,"1,916666667","8,583333333",False,True,True,False,False,True,False,False,"6,36",1472,3197,FALSE,FALSE,0,0,1,0,0,0,1,3,3,3,1,0,1,0,0,0,3,1,True,False,"['kuyu', '##m', '##cu']",['yüzük']
445,meyve,manavınkiler,"2,416666667","8,333333333",False,True,True,False,False,True,False,False,"6,63",17748,0,TRUE,FALSE,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,2,1,4,False,True,['meyve'],"['mana', '##v', '##ın', '##kiler']"
446,devlet,korumaktaydılar,"0,25","4,5",False,True,False,True,False,False,False,True,"3,73",336669,2,FALSE,FALSE,0,0,0,1,0,0,0,5,1,1,0,1,1,0,2,2,1,3,False,True,['devlet'],"['korumak', '##taydı', '##lar']"
447,kelebek,kemik,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,8",3657,9289,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['kelebek'],['kemik']
448,harika,şahane,"7,833333333","9,166666667",True,False,True,False,True,False,False,False,"1,44",31671,3655,FALSE,FALSE,1,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['harika'],['şahane']
449,faiz,kazanç,"4,166666667","8,083333333",False,True,True,False,False,True,False,False,"4,15",96787,12123,FALSE,FALSE,0,0,0,1,0,0,0,5,4,4,0,1,1,0,0,0,1,1,False,False,['faiz'],['kazanç']
450,mezarlık,mezar,"5,25","9,166666667",True,False,True,False,True,False,False,False,,1440,8324,FALSE,FALSE,0,0,1,0,0,0,1,3,4,3,1,0,1,0,0,0,2,1,True,False,"['mezar', '##lık']",['mezar']
451,gazete,haber,"3,833333333","9,083333333",False,True,True,False,False,True,False,False,"6,81",49607,119460,FALSE,FALSE,0,0,1,0,0,0,1,5,5,5,0,0,0,0,0,0,1,1,False,False,['gazete'],['haber']
452,kıyı,sahil,"7,666666667",9,True,False,True,False,True,False,False,False,,5868,9500,FALSE,FALSE,1,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['kıyı'],['sahil']
453,hukuk,ispatım,"1,583333333",7,False,True,True,False,False,True,False,False,"3,79",71683,5,FALSE,FALSE,0,0,0,1,0,0,0,5,1,1,0,0,0,0,1,1,1,2,False,True,['hukuk'],"['ispat', '##ım']"
454,gündüz,geceleyin,"0,083333333","8,916666667",False,True,True,False,False,True,False,False,,16396,533,FALSE,FALSE,0,1,1,0,0,0,0,4,3,3,0,2,2,0,0,0,1,2,False,True,['gündüz'],"['gece', '##leyin']"
455,noksan,gömlek,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,3,1185,4340,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,1,1,False,False,['noksan'],['gömlek']
456,kötülüyorsun,bolluklarda,"0,166666667","0,25",False,True,False,True,False,False,False,True,,18,0,TRUE,FALSE,0,0,0,0,1,0,0,1,0,0,1,1,1,2,2,2,3,3,True,True,"['kötü', '##lüyor', '##sun']","['bol', '##luklar', '##da']"
457,alışkın,yeni,"0,25","4,583333333",False,True,False,True,False,False,False,True,"2,34",1678,770145,FALSE,FALSE,0,1,1,0,0,0,0,3,5,3,2,0,2,0,0,0,2,1,True,False,"['alış', '##kın']",['yeni']
458,uygulamak,alet,"0,666666667","3,166666667",False,True,False,True,False,False,False,True,,6566,8007,FALSE,FALSE,0,0,0,1,0,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['uygulamak'],['alet']
459,cevher,mücevher,"3,5","6,5",False,True,True,False,False,True,False,False,,1957,2332,FALSE,FALSE,1,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,2,1,True,False,"['cev', '##her']",['mücevher']
460,medya,gazete,"4,083333333","8,083333333",False,True,True,False,False,True,False,False,"4,68",43326,49607,FALSE,FALSE,0,0,1,0,0,1,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['medya'],['gazete']
461,kadeh,içki,3,"8,5",False,True,True,False,False,True,False,False,"6,75",2684,16126,FALSE,FALSE,0,0,1,0,0,0,1,3,4,3,0,1,1,0,0,0,1,1,False,False,['kadeh'],['içki']
462,atletik,ebleh,"0,25","0,583333333",False,True,False,True,False,False,False,True,"4,56",760,61,FALSE,FALSE,0,0,0,1,0,0,0,3,2,2,1,0,1,0,0,0,2,3,True,True,"['atlet', '##ik']","['eb', '##le', '##h']"
463,okul,öğrenci,"1,666666667","8,916666667",False,True,True,False,False,True,False,False,"6,6",55774,67682,FALSE,FALSE,0,0,1,0,0,0,1,5,5,5,0,1,1,0,0,0,1,1,False,False,['okul'],['öğrenci']
464,öldürülüşündeki,suçlu,"0,916666667","6,916666667",False,True,True,False,False,True,False,False,#REF!,#REF!,2,#REF!,#REF!,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,2,3,1,True,False,"['öldürül', '##üş', '##ündeki']",['suçlu']
465,düzenci,anarşist,"0,083333333","7,5",False,True,True,False,False,True,False,False,,19,757,FALSE,FALSE,0,1,1,0,0,0,0,1,3,1,2,1,2,0,0,0,2,4,True,True,"['düzen', '##ci']","['ana', '##r', '##şi', '##st']"
466,kıyı,gemicik,"0,75","5,5",False,True,True,False,False,True,False,False,,5868,1,FALSE,FALSE,0,0,0,1,0,0,0,4,1,1,0,1,1,0,0,0,1,2,False,True,['kıyı'],"['gemi', '##cik']"
467,oruç,zaman,"1,166666667","6,333333333",False,True,True,False,False,True,False,False,"3,03",7029,495060,FALSE,FALSE,0,0,0,1,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['oruç'],['zaman']
468,kadın,çocuk,"1,416666667","7,25",False,True,True,False,False,True,False,False,"6,24",156275,137866,FALSE,FALSE,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['kadın'],['çocuk']
469,ateistlik,teizm,"0,666666667","8,833333333",False,True,True,False,False,True,False,False,,16,27,FALSE,FALSE,0,1,1,0,0,0,0,1,1,1,2,1,2,0,0,0,3,2,True,True,"['ate', '##ist', '##lik']","['te', '##izm']"
